4.238628511831040724e-01,3.648159028593811470e-01,3.665047910827194944e-01,1.441221984578290871e-01,1.417075507744069984e-01,1.337599926238237924e-01,6.683437636450201974e-03,6.633056655747069513e-03,4.510547545247013505e-03,3.959915254237288407e-01,3.915293733681461941e-01,3.677014341590612578e-01,3.024263892180316660e-01,2.976159501881597280e-01,2.977874759761345302e-01,7.815523257171423654e-02,7.178151614633425381e-02,7.432180070413367534e-02,1.398632472853532926e-01,2.992766051274419747e-01,3.480274867762337895e-03,4.318507522346908684e-02
2.839940170940171149e-01,2.148850427350427472e-01,2.811431623931623935e-01,1.389227017041346490e-01,1.380656814517831066e-01,1.706610387681367635e-01,4.687125719292261489e-03,4.596759179483058365e-03,1.170935949838340304e-02,2.946990473749412365e-01,2.435843811478915488e-01,2.417198513392284920e-01,3.708976714454967905e-01,3.925049709812423182e-01,3.771849592297035203e-01,1.711475871600475762e-01,1.741250431731663217e-01,1.307826179560760693e-01,1.492164739746848490e-01,3.801958672188141541e-01,4.474724601395342616e-03,9.232498181857874686e-02
1.453012820512820380e-01,1.409670940170940079e-01,1.270247863247863374e-01,1.378744121340469142e-01,1.464896151705062377e-01,1.267034535257158812e-01,6.961510710386307685e-03,7.957798843251172316e-03,5.441964696928895326e-03,1.484629843222692036e-01,7.719356770165083925e-02,1.875667478320304227e-01,5.701385159048995011e-01,4.075422279540919512e-01,5.819708945864053851e-01,7.999845499060155296e-01,2.452970624757902784e-01,7.531828695054444411e-01,1.370224936100896684e-01,5.198838794817989273e-01,3.963782895208024792e-03,3.752673660004197664e-01
1.187596296296296317e-01,8.951555555555555654e-02,1.585911111111110994e-01,1.383172280286994738e-01,1.251831615893581606e-01,1.413216327568800057e-01,5.455142358406286050e-03,4.199341891757920643e-03,5.860483532519359870e-03,1.181618518518518512e-01,1.024677777777777826e-01,1.462366666666666537e-01,5.025428179262267925e-01,5.371913798716206889e-01,5.583037313786969325e-01,3.753010398406220749e-01,3.199184045572507351e-01,4.099734968164840399e-01,1.349406741249792319e-01,5.326793097255148046e-01,3.013641534926033653e-03,2.137695862818044523e-01
2.385876350540216129e-01,3.286972422062350296e-01,4.351902761104441963e-01,1.621715876577055349e-01,1.359571930400235995e-01,1.186826210920162716e-01,8.033740931201288973e-03,5.819628783968324587e-03,3.451350844548917076e-03,2.997841079460270008e-01,3.143021021021020767e-01,3.883526236881559290e-01,3.251098781913629443e-01,3.597890483875636480e-01,3.483832448762909650e-01,1.573116539668803493e-01,2.038184393038739439e-01,1.967442719835237885e-01,1.389371339299151353e-01,3.444273904850725376e-01,3.501125139548715362e-03,1.080109157201711439e-01
3.158374999999999932e-01,2.421981481481481346e-01,3.253958333333333286e-01,1.259973908119111363e-01,1.369441497573161692e-01,1.138796823142293746e-01,5.008807159785029495e-03,6.236087624476947117e-03,3.173619558642022317e-03,3.721925925925925749e-01,2.733726851851852047e-01,2.378662037037037047e-01,3.316811293816430140e-01,4.137011135495473613e-01,3.443228721409568038e-01,1.711904910135115532e-01,3.751856019701426126e-01,3.639454336623612618e-01,1.256070742944855601e-01,3.632350383573824115e-01,2.868387063743576843e-03,1.833414237071946395e-01
2.954666047429682640e-01,1.708568612673198317e-01,2.960941627238686813e-01,1.464661861893051809e-01,1.379840653307002341e-01,1.249123303805021873e-01,6.836851592345922005e-03,6.019504423459428287e-03,3.917601637320852065e-03,2.071693951004295875e-01,2.617555658627087056e-01,2.933693254382909732e-01,3.125071061489003155e-01,3.335756754359093246e-01,4.872907945877479330e-01,1.349956584679686267e-01,1.469896981644511491e-01,6.518963718875777635e-01,1.364541939668358628e-01,3.777911920575191540e-01,3.305291646041904566e-03,2.272538176801593701e-01
2.310258620689655262e-01,1.988399999999999890e-01,2.443134482758620718e-01,1.960852494514731537e-01,1.871833665626603527e-01,2.031187913968050818e-01,1.733789770257250853e-02,1.654019358372852203e-02,2.260813408955993087e-02,2.519617373319544829e-01,2.104975845410627933e-01,2.117052740434333113e-01,3.012976806684258824e-01,3.682005452581080251e-01,3.096609221776526200e-01,7.111283463183018516e-02,1.910028838474139012e-01,7.521810812425783199e-02,1.954624691369795386e-01,3.263863827013954722e-01,1.098133986736694878e-02,7.241615893738025111e-02
1.779125445191927224e-01,1.147113863995782856e-01,1.799089829837752230e-01,1.421022744086782585e-01,1.308428783384997240e-01,1.235255220536473492e-01,4.841174729320917199e-03,4.439894000246117148e-03,3.032643881471653712e-03,1.524861076758182998e-01,1.643116455279196308e-01,1.556883502349740156e-01,4.057148508698481537e-01,5.831128911346746824e-01,5.047891325715098132e-01,2.702094130937195970e-01,5.985661121630163617e-01,3.643134833866233380e-01,1.321568916002751337e-01,4.978722915253442349e-01,2.411697429084253778e-03,2.503372906326574721e-01
9.902601563501217674e-02,9.209605679582584525e-02,9.732068862403349396e-02,1.550626528026100015e-01,1.295470491035379534e-01,1.158594511348413902e-01,9.005096587529785868e-03,4.940490050468494473e-03,3.249079435452336719e-03,1.570136752136752079e-01,3.605854700854700667e-02,9.537521367521367699e-02,3.586271514566689578e-01,2.996469489294585342e-01,3.656435012604562496e-01,1.778904226486409945e-01,7.964095353629564722e-02,1.832925061323475158e-01,1.334897176803298002e-01,3.413058672155278583e-01,3.590987540858333726e-03,8.918384679012424099e-02
